USER           PID  PPID        VSZ    RSS WCHAN            ADDR S NAME                       
root             1     0   11000820  11032 ep_poll             0 S init
root             8     1   11004184  10560 poll_schedule_timeout.constprop.0 0 S init
root             9     1   11123096  10392 poll_schedule_timeout.constprop.0 0 S ueventd
prng_seeder     12     1   10928588   7432 futex_do_wait       0 S prng_seeder
logd            17     1   10980720   7992 sigsuspend          0 S logd
lmkd            18     1   10865668   4028 ep_poll             0 S lmkd
system          19     1   10859424   6192 ep_poll             0 S servicemanager
system          20     1   10857240   7228 ep_poll             0 S hwservicemanager
shell           31     1   10792464   3696 wait_woken          0 S sh
root            32     1   10902928   9980 binder_wait_for_work 0 S vold
system          37     1   10944688   5684 binder_wait_for_work 0 S android.system.suspend-service
keystore        38     1   11219812  18920 binder_wait_for_work 0 S keystore2
system          39     1   10945004   8368 binder_wait_for_work 0 S android.hardware.keymaster@4.1-service
tombstoned      49     1   10840024   3288 ep_poll             0 S tombstoned
system          85     1   10872224   4652 binder_wait_for_work 0 S android.hidl.allocator@1.0-service
audioserver     86     1      44412   9440 binder_wait_for_work 0 S android.hardware.audio.service
system          88     1   10888584   6384 binder_wait_for_work 0 S android.hardware.gatekeeper@1.0-service.software
system          89     1   10912604   5600 binder_wait_for_work 0 S android.hardware.graphics.allocator@2.0-service
system          92     1   10914368   8512 binder_wait_for_work 0 S android.hardware.graphics.composer@2.1-service
system          94     1   10932524   7124 ep_poll             0 S android.hardware.health-service.example
system          97     1   10864632   5396 binder_wait_for_work 0 S android.hardware.thermal@2.0-service.mock
media           98     1   10855064   5868 binder_wait_for_work 0 S android.hardware.cas-service.example
nobody          99     1   10862900   5644 binder_wait_for_work 0 S android.hardware.power-service.example
audioserver    100     1   11651624  33476 binder_wait_for_work 0 S audioserver
credstore      101     1   10960816  11028 binder_wait_for_work 0 S credstore
gpu_service    107     1   11108856   9560 binder_wait_for_work 0 S gpuservice
system         108     1   11653436  86812 ep_poll             0 S surfaceflinger
shell          134     1   11145112  12624 ep_poll             0 S adbd
nobody         149     1   10845512   4524 poll_schedule_timeout.constprop.0 0 S traced_probes
mdnsr          154     1   10785220   4280 poll_schedule_timeout.constprop.0 0 S mdnsd
nobody         159     1   10840904   4700 poll_schedule_timeout.constprop.0 0 S traced
root           164     1    1823940 161476 poll_schedule_timeout.constprop.0 0 S zygote
root           165     1   15266288 196544 poll_schedule_timeout.constprop.0 0 S zygote64
cameraserver   166     1   11300636  39608 binder_wait_for_work 0 S cameraserver
incidentd      168     1   10841640   6584 ep_poll             0 S incidentd
root           169     1   10896468   7380 binder_wait_for_work 0 S installd
mediaex        170     1   11401472  38816 binder_wait_for_work 0 S media.extractor
media          184     1   10956576  10000 binder_wait_for_work 0 S media.metrics
media          186     1     120512  24900 binder_wait_for_work 0 S mediaserver
root           187     1   11431124  13632 binder_wait_for_work 0 S netd
root           188     1   10946268   6528 binder_wait_for_work 0 S storaged
wifi           189     1   10829692   7956 ep_poll             0 S wificond
mediacodec     190     1      74040  15452 binder_wait_for_work 0 S media.codec
radio          193     1   10988044   9472 hrtimer_nanosleep   0 S rild
mediacodec     195     1   11443892  24596 binder_wait_for_work 0 S media.swcodec
statsd         198     1   11110352   8388 ep_poll             0 S statsd
system         206     1   10879200   7208 binder_wait_for_work 0 S gatekeeperd
system         242   165   19758648 393020 ep_poll             0 S system_server
u0_a65         672   165   17190004 262288 ep_poll             0 S com.android.systemui
u0_a76         675   165   15286136 128744 ep_poll             0 S com.android.permissioncontroller
network_stack  826   165   15164304 113480 ep_poll             0 S com.android.networkstack.process
webview_zygote 857   164    1762088  77928 poll_schedule_timeout.constprop.0 0 S webview_zygote
secure_element 878   165   15038892  96052 ep_poll             0 S com.android.se
radio          901   165   15331464 131916 ep_poll             0 S com.android.phone
u0_a61         934   165   15754672 204444 ep_poll             0 S com.android.launcher3
u0_a66        1061   165   15037528  94612 ep_poll             0 S com.android.smspush
u0_a83        1184   165   15091564  99620 ep_poll             0 S android.ext.services
system        1205   165   15294648 164756 ep_poll             0 S com.android.settings
u0_a79        1250   165   15430132 147600 ep_poll             0 S com.android.providers.media.module
u0_a42        1280   165   15055992  95396 ep_poll             0 S com.android.printspooler
u0_a16        1300   165   15039904 116336 ep_poll             0 S android.process.acore
