USER           PID  PPID        VSZ    RSS WCHAN            ADDR S NAME                       
root             1     0   10902516  11448 ep_poll             0 S init
root             8     1   10869016  10584 poll_schedule_timeout.constprop.0 0 S init
root             9     1   10922392  10420 poll_schedule_timeout.constprop.0 0 S ueventd
prng_seeder     12     1   10877388   7648 futex_do_wait       0 S prng_seeder
logd            17     1   10966384   7924 sigsuspend          0 S logd
lmkd            18     1   10849284   4380 ep_poll             0 S lmkd
system          19     1   10797984   6060 ep_poll             0 S servicemanager
system          20     1   10838808   7376 ep_poll             0 S hwservicemanager
shell           31     1   10862096   3748 wait_woken          0 S sh
root            32     1   10970512  10176 binder_wait_for_work 0 S vold
system          37     1   10934448   5724 binder_wait_for_work 0 S android.system.suspend-service
keystore        38     1   11076452  19192 binder_wait_for_work 0 S keystore2
system          39     1   10856940   8152 binder_wait_for_work 0 S android.hardware.keymaster@4.1-service
tombstoned      49     1   10837976   3500 ep_poll             0 S tombstoned
system          85     1   10919040   4680 binder_wait_for_work 0 S android.hidl.allocator@1.0-service
audioserver     86     1      43620   8992 binder_wait_for_work 0 S android.hardware.audio.service
system          88     1   10968456   6468 binder_wait_for_work 0 S android.hardware.gatekeeper@1.0-service.software
system          89     1   10913656   5424 binder_wait_for_work 0 S android.hardware.graphics.allocator@2.0-service
system          90     1   11029056   8380 binder_wait_for_work 0 S android.hardware.graphics.composer@2.1-service
system          91     1   10877228   7212 ep_poll             0 S android.hardware.health-service.example
system          94     1   10809336   5532 binder_wait_for_work 0 S android.hardware.thermal@2.0-service.mock
media           96     1   10939032   6012 binder_wait_for_work 0 S android.hardware.cas-service.example
nobody         100     1   10821940   5776 binder_wait_for_work 0 S android.hardware.power-service.example
audioserver    101     1   11400716  33532 binder_wait_for_work 0 S audioserver
credstore      102     1   11079600  10872 binder_wait_for_work 0 S credstore
gpu_service    108     1   11086328   9736 binder_wait_for_work 0 S gpuservice
system         109     1   11866428  86564 ep_poll             0 S surfaceflinger
shell          132     1   11046412  12624 ep_poll             0 S adbd
nobody         136     1   10921288   4592 poll_schedule_timeout.constprop.0 0 S traced_probes
nobody         143     1   10838856   4568 poll_schedule_timeout.constprop.0 0 S traced
mdnsr          160     1   10842564   4084 poll_schedule_timeout.constprop.0 0 S mdnsd
root           162     1    1823684 161828 poll_schedule_timeout.constprop.0 0 S zygote
root           163     1   15104496 198144 poll_schedule_timeout.constprop.0 0 S zygote64
cameraserver   164     1   11596600  39388 binder_wait_for_work 0 S cameraserver
incidentd      166     1   10888744   6472 ep_poll             0 S incidentd
root           167     1   10889272   7228 binder_wait_for_work 0 S installd
mediaex        168     1   11735296  38544 binder_wait_for_work 0 S media.extractor
media          169     1   10952480   9892 binder_wait_for_work 0 S media.metrics
media          170     1     118416  25644 binder_wait_for_work 0 S mediaserver
root           171     1   11129016  13840 binder_wait_for_work 0 S netd
root           175     1   10880732   6356 binder_wait_for_work 0 S storaged
wifi           177     1   10917756   7888 ep_poll             0 S wificond
mediacodec     179     1      74040  15688 binder_wait_for_work 0 S media.codec
radio          190     1   10799628   9484 hrtimer_nanosleep   0 S rild
mediacodec     197     1   11181748  24492 binder_wait_for_work 0 S media.swcodec
statsd         198     1   10970036   8156 ep_poll             0 S statsd
system         199     1   10807520   7220 binder_wait_for_work 0 S gatekeeperd
system         242   163   19564304 394732 ep_poll             0 S system_server
u0_a65         669   163   17052884 261284 ep_poll             0 S com.android.systemui
u0_a76         672   163   15124384 128844 ep_poll             0 S com.android.permissioncontroller
network_stack  796   163   15019948 113068 ep_poll             0 S com.android.networkstack.process
webview_zygote 848   162    1761832  77952 poll_schedule_timeout.constprop.0 0 S webview_zygote
secure_element 874   163   14876972  95608 ep_poll             0 S com.android.se
radio          893   163   15187108 131192 ep_poll             0 S com.android.phone
u0_a61         926   163   15541704 205552 ep_poll             0 S com.android.launcher3
u0_a66        1058   163   14858172  93640 ep_poll             0 S com.android.smspush
u0_a82        1179   163   14929772  99164 ep_poll             0 S android.ext.services
system        1195   163   15160532 163976 ep_poll             0 S com.android.settings
u0_a79        1271   163   15240912 146672 ep_poll             0 S com.android.providers.media.module
u0_a54        1286   163   14938704 119708 ep_poll             0 S com.android.inputmethod.latin
u0_a84        1311   163   14988660 106624 ep_poll             0 S com.android.devicelockcontroller
u0_a46        1347   163   14894072  94104 ep_poll             0 S com.android.printspooler
system        1355   163   14854876  96496 ep_poll             0 S com.android.keychain
u0_a60        1407   163   14893464 107544 ep_poll             0 S com.android.provision
u0_a23        1467   163   15451092 201676 ep_poll             0 S com.android.documentsui
u0_a17        1489   163   14895548 115400 ep_poll             0 S android.process.acore
shell         1511   132   10980200   4084 unix_stream_data_wait 0 S abb
u0_a19        1517   163   14896420 106596 ep_poll             0 S android.process.media
u0_a26        1591   163   14847104  98344 ep_poll             0 S com.android.managedprovisioning
u0_a55        1618   163   14841056  93220 ep_poll             0 S com.android.quicksearchbox
u0_a22        1632   163   14858168  95888 ep_poll             0 S com.android.externalstorage
u0_a30        1655   163   14876172 100252 ep_poll             0 S com.android.providers.calendar
u0_a32        1687   163   14828748  96800 ep_poll             0 S com.android.traceur
system        1709   163   14823392  91488 ep_poll             0 S com.android.dynsystem
system        1729   163   14858312  93892 ep_poll             0 S com.android.dynsystem:dynsystem
u0_a25        1773   163   14843456  94276 ep_poll             0 S com.android.packageinstaller
u0_a74        1790   163   14984388 104712 ep_poll             0 S com.android.rkpdapp
shell         1810   163   14858624  92020 ep_poll             0 S com.android.shell
u0_a16        1837   163   15001944 102896 ep_poll             0 S com.android.statementservice
system        1927   163   14875620  94004 ep_poll             0 S com.android.localtransport
bluetooth     1947     1   11040280  11924 binder_wait_for_work 0 S android.hardware.bluetooth@1.1-service.sim
u0_a87        2030   163   16389916 253464 ep_poll             0 S io.twoyi.debug
u0_a87        2053  2030   10808304   4016 __skb_wait_for_more_packets 0 S logcat
u0_a87        2060  2030   10784276   3532 anon_pipe_read      0 S sh
u0_a79        2262   163   14918356 114380 ep_poll             0 S com.android.providers.media.module:PhotoPicker
u0_a87        2657  2030   11682532  22988 0                   0 R libkr64.so
u0_a87        2689  2657   10813860   9192 unix_stream_data_wait 0 S init
