USER           PID  PPID        VSZ    RSS WCHAN            ADDR S NAME                       
root             1     0   10990580  11184 ep_poll             0 S init
root             8     1   10940696  10476 poll_schedule_timeout.constprop.0 0 S init
root             9     1   11065752  10504 poll_schedule_timeout.constprop.0 0 S ueventd
prng_seeder     12     1   10963404   7524 futex_do_wait       0 S prng_seeder
logd            17     1   10960240   7940 sigsuspend          0 S logd
lmkd            18     1   10916868   4228 ep_poll             0 S lmkd
system          19     1   10916768   6180 ep_poll             0 S servicemanager
system          20     1   10908440   7108 ep_poll             0 S hwservicemanager
shell           31     1   10792464   3704 wait_woken          0 S sh
root            32     1   10974608  10020 binder_wait_for_work 0 S vold
system          37     1   10892436   5936 binder_wait_for_work 0 S android.system.suspend-service
keystore        40     1   11059072  19420 binder_wait_for_work 0 S keystore2
system          41     1   10797548   8200 binder_wait_for_work 0 S android.hardware.keymaster@4.1-service
tombstoned      48     1   10827736   3292 ep_poll             0 S tombstoned
system          85     1   10830976   4744 binder_wait_for_work 0 S android.hidl.allocator@1.0-service
audioserver     86     1      44412   9308 binder_wait_for_work 0 S android.hardware.audio.service
system          88     1   10943880   6396 binder_wait_for_work 0 S android.hardware.gatekeeper@1.0-service.software
system          91     1   10932088   5464 binder_wait_for_work 0 S android.hardware.graphics.allocator@2.0-service
system          94     1   10955328   8444 binder_wait_for_work 0 S android.hardware.graphics.composer@2.1-service
system          95     1   10973484   7204 ep_poll             0 S android.hardware.health-service.example
system          98     1   10921976   5296 binder_wait_for_work 0 S android.hardware.thermal@2.0-service.mock
media          100     1   10883736   6044 binder_wait_for_work 0 S android.hardware.cas-service.example
nobody         105     1   10819892   5868 binder_wait_for_work 0 S android.hardware.power-service.example
audioserver    106     1   11325992  33408 binder_wait_for_work 0 S audioserver
credstore      107     1   10975152  11096 binder_wait_for_work 0 S credstore
gpu_service    108     1   11037176   9788 binder_wait_for_work 0 S gpuservice
system         109     1   11635004  87448 ep_poll             0 S surfaceflinger
shell          136     1   11034444  12460 ep_poll             0 S adbd
nobody         147     1   10865992   4692 poll_schedule_timeout.constprop.0 0 S traced_probes
nobody         148     1   10910536   4396 poll_schedule_timeout.constprop.0 0 S traced
mdnsr          156     1   10840516   4108 poll_schedule_timeout.constprop.0 0 S mdnsd
root           161     1    1823684 160188 poll_schedule_timeout.constprop.0 0 S zygote
root           162     1   14932464 196936 poll_schedule_timeout.constprop.0 0 S zygote64
cameraserver   163     1   11487004  39440 binder_wait_for_work 0 S cameraserver
incidentd      165     1   10894888   6492 ep_poll             0 S incidentd
root           166     1   11019348   7388 binder_wait_for_work 0 S installd
mediaex        182     1   11694680  38352 binder_wait_for_work 0 S media.extractor
media          184     1   11107076   9788 binder_wait_for_work 0 S media.metrics
media          192     1     119464  25288 binder_wait_for_work 0 S mediaserver
root           206     1   11166932  13840 binder_wait_for_work 0 S netd
root           214     1   10925788   6524 binder_wait_for_work 0 S storaged
wifi           219     1   10897276   8080 ep_poll             0 S wificond
mediacodec     221     1      74040  15556 binder_wait_for_work 0 S media.codec
radio          222     1   10963468   9508 hrtimer_nanosleep   0 S rild
mediacodec     223     1   11503284  24524 binder_wait_for_work 0 S media.swcodec
statsd         224     1   11065296   8124 ep_poll             0 S statsd
system         226     1   10930400   7036 binder_wait_for_work 0 S gatekeeperd
system         241   162   19631296 394084 ep_poll             0 S system_server
u0_a65         671   162   16855916 262140 ep_poll             0 S com.android.systemui
u0_a76         674   162   14969756 129244 ep_poll             0 S com.android.permissioncontroller
network_stack  813   162   14832208 114092 ep_poll             0 S com.android.networkstack.process
webview_zygote 852   161    1761832  76656 poll_schedule_timeout.constprop.0 0 S webview_zygote
secure_element 867   162   14704940  95868 ep_poll             0 S com.android.se
radio          897   162   14998136 131064 ep_poll             0 S com.android.phone
u0_a61         928   162   15412648 206300 ep_poll             0 S com.android.launcher3
u0_a66        1055   162   14686140  94352 ep_poll             0 S com.android.smspush
u0_a82        1191   162   14757740  99944 ep_poll             0 S android.ext.services
system        1212   162   14940344 164864 ep_poll             0 S com.android.settings
u0_a79        1252   162   15170356 147400 ep_poll             0 S com.android.providers.media.module
u0_a41        1253   162   14722040  95224 ep_poll             0 S com.android.printspooler
u0_a24        1298   162   15269192 213196 ep_poll             0 S com.android.documentsui
u0_a60        1323   162   14721304 108364 ep_poll             0 S com.android.provision
system        1351   162   14722808  97160 ep_poll             0 S com.android.keychain
u0_a18        1411   162   14724260 105860 ep_poll             0 S android.process.media
u0_a17        1412   162   14722836 115756 ep_poll             0 S android.process.acore
u0_a84        1451   162   14816756 107772 ep_poll             0 S com.android.devicelockcontroller
u0_a28        1503   162   14675072  99668 ep_poll             0 S com.android.managedprovisioning
u0_a22        1541   162   14686136  96860 ep_poll             0 S com.android.externalstorage
u0_a29        1565   162   14686704 101464 ep_poll             0 S com.android.providers.calendar
u0_a54        1599   162   14686460  94072 ep_poll             0 S com.android.quicksearchbox
u0_a32        1626   162   14674152  97320 ep_poll             0 S com.android.traceur
system        1651   162   14668796  92444 ep_poll             0 S com.android.dynsystem
system        1680   162   14703716  94516 ep_poll             0 S com.android.dynsystem:dynsystem
u0_a25        1720   162   14653988  95064 ep_poll             0 S com.android.packageinstaller
u0_a74        1738   162   14794920 105100 ep_poll             0 S com.android.rkpdapp
shell         1760   162   14686592  92948 ep_poll             0 S com.android.shell
u0_a16        1785   162   14812604 103944 ep_poll             0 S com.android.statementservice
u0_a56        1816   162   14766668 120436 ep_poll             0 S com.android.inputmethod.latin
system        1853   162   14703588  94732 ep_poll             0 S com.android.localtransport
bluetooth     1874     1   10919448  12068 binder_wait_for_work 0 S android.hardware.bluetooth@1.1-service.sim
shell         1915   136   10871656   4344 unix_stream_data_wait 0 S abb
u0_a87        2048   162   16172856 252960 ep_poll             0 S io.twoyi.debug
u0_a87        2072  2048   10834928   3972 __skb_wait_for_more_packets 0 S logcat
u0_a87        2075  2048   10860052   3772 anon_pipe_read      0 S sh
u0_a79        2272   162   14746324 115700 ep_poll             0 S com.android.providers.media.module:PhotoPicker
u0_a87        2669  2048   12874404  17764 0                   0 R libkr64.so
u0_a87        2700  2669   10813860   9036 unix_stream_data_wait 0 S init
u0_a87        2710  2700   10775768   8788 poll_schedule_timeout.constprop.0 0 S init
u0_a87        2728  2700   10777232   9436 poll_schedule_timeout.constprop.0 0 S ueventd
u0_a87        2742  2700   10859680   5720 sigsuspend          0 S logd
u0_a87        2743  2700   10772740   4660 ep_poll             0 S lmkd
u0_a87        2744  2700   10775360   6516 ep_poll             0 S servicemanager
u0_a87        2745  2700   10776804   7608 ep_poll             0 S hwservicemanager
u0_a87        2781  2700   10793740   6492 unix_stream_data_wait 0 S android.system.suspend@1.0-service
u0_a87        2782  2700   10775248   6200 unix_stream_data_wait 0 S android.hardware.atrace@1.0-service
u0_a87        2783  2700   10777588   8604 unix_stream_data_wait 0 S android.hardware.keymaster@4.1-service
u0_a87        2834  2700   10772452   4396 sigsuspend          0 S createns
u0_a87        2890  2700   10828136   6632 ep_poll             0 S statsd
u0_a87        2904  2700   10774500   5284 unix_stream_data_wait 0 S android.hidl.allocator@1.0-service
u0_a87        2907  2700   10775224   6132 unix_stream_data_wait 0 S android.hardware.authsecret@1.0-service
u0_a87        2922  2700   10778728   9296 unix_stream_data_wait 0 S android.hardware.bluetooth@1.1-service.sim
u0_a87        2936  2700   10775424   6164 unix_stream_data_wait 0 S android.hardware.contexthub@1.1-service.mock
u0_a87        2942  2700   10794328   7692 unix_stream_data_wait 0 S android.hardware.drm@1.0-service
u0_a87        2960  2700   10801068   9808 unix_stream_data_wait 0 S android.hardware.graphics.allocator@3.0-service
u0_a87        2968  2700   10805244  15280 unix_stream_data_wait 0 S android.hardware.graphics.composer@2.3-service
u0_a87        3021  2700   10775328   6280 unix_stream_data_wait 0 S android.hardware.power.stats@1.0-service.mock
u0_a87        3048  2700   10775432   6424 unix_stream_data_wait 0 S android.hardware.thermal@2.0-service.mock
u0_a87        3050  2700   10775320   6272 unix_stream_data_wait 0 S android.hardware.usb@1.0-service
u0_a87        3063  2700   10778916   9652 unix_stream_data_wait 0 S android.hardware.wifi@1.0-service
u0_a87        3067  2700   10778164   9000 unix_stream_data_wait 0 S android.hardware.identity-service.example
u0_a87        3069  2700   10774668   5956 unix_stream_data_wait 0 S android.hardware.lights-service.example
u0_a87        3070  2700   10774668   5960 unix_stream_data_wait 0 S android.hardware.power-service.example
u0_a87        3071  2700   10774804   5860 unix_stream_data_wait 0 S android.hardware.rebootescrow-service.default
u0_a87        3072  2700   10774708   6004 unix_stream_data_wait 0 S android.hardware.vibrator-service.example
u0_a87        3073  2700   10771936   4164 ep_poll             0 S tombstoned
u0_a87        3125  2700   10796436   9864 unix_stream_data_wait 0 S credstore
u0_a87        3126  2700   10794764   8380 unix_stream_data_wait 0 S gpuservice
u0_a87        3128  2700   10831160  23292 unix_stream_data_wait 0 S surfaceflinger
u0_a87        3356  2700   10847088   8264 ep_poll             0 S adbd
u0_a87        3386  2700    8668548   1016 poll_schedule_timeout.constprop.0 0 S mdnsd
u0_a87        3391  2700   10790300   4972 poll_schedule_timeout.constprop.0 0 S traced_probes
u0_a87        3392  2700   10790300   5004 poll_schedule_timeout.constprop.0 0 S traced
u0_a87        3444  2700   10822276  32892 hrtimer_nanosleep   0 S cameraserver
u0_a87        3447  2700   10793660   7344 unix_stream_data_wait 0 S drmserver
u0_a87        3455  2700   10792020   5972 unix_stream_data_wait 0 S idmap2d
u0_a87        3459  2700   10793244   7096 ep_poll             0 S incidentd
u0_a87        3500  2700   10796940  10056 futex_do_wait       0 S keystore
u0_a87        3509  2700   10794544   7952 unix_stream_data_wait 0 S media.metrics
u0_a87        3526  2700   10844964  34664 unix_stream_data_wait 0 S mediaserver
u0_a87        3528  2700   10810864   7124 unix_stream_data_wait 0 S storaged
u0_a87        3529  2700   10797616  10004 ep_poll             0 S wificond
u0_a87        3612  2700   10779544   9244 unix_stream_data_wait 0 S gatekeeperd
u0_a87        3613  2700   10782664  11848 ep_poll             0 S update_engine
u0_a87        3615  2700   10775356   6328 unix_stream_data_wait 0 S android.hardware.biometrics.face@1.0-service.example
u0_a87        3629  2700   10776396   6312 unix_stream_data_wait 0 S android.hardware.biometrics.fingerprint@2.1-service
u0_a87        3871  2700   10776404   7444 unix_stream_data_wait 0 S android.hardware.gatekeeper@1.0-service.software
u0_a87        4537  2700   10793888   7144 ptrace_stop.part.0  0 t android.hardware.sensors@2.1-service.multihal
u0_a87        7190  2700   10868680  27204 ptrace_stop.part.0 e36ee02d3ed0 t audioserver
u0_a87        7210  2700   10816036  10224 unix_stream_data_wait 0 S android.hardware.audio.service.ranchu
u0_a87        7251  7190          0      0 0                   0 Z [_system_bin_cra]
u0_a87        8832  2700   10820112  15204 hrtimer_nanosleep   0 S iorapd
u0_a87        9016  2700   10806660   4272 __arm64_sys_restart_syscall 0 S llkd
u0_a87        9366  2700      77720  19736 ptrace_stop.part.0  0 t app_process64
u0_a87        9382  2700   10828416   6844 unix_stream_data_wait 0 S installd
u0_a87        9398  2700      52120  14060 ptrace_stop.part.0  0 t mediaextractor
u0_a87        9412  2700      24816   2212 ptrace_stop.part.0  0 t netd
u0_a87        9413  2700      22536   1896 0                   0 R vold
u0_a87        9414  2700      19648   1008 0                   0 R android.hardware.drm@1.3-service.clearkey
root          9415     0   10876528   4944 0                   0 R ps
