USER           PID  PPID        VSZ    RSS WCHAN            ADDR S NAME                       
root             1     0   10970100  11404 ep_poll             0 S init
root             8     1   10987800  10532 poll_schedule_timeout.constprop.0 0 S init
root             9     1   10926488  10408 poll_schedule_timeout.constprop.0 0 S ueventd
prng_seeder     12     1   10953164   7548 futex_do_wait       0 S prng_seeder
logd            17     1   10964336   8032 sigsuspend          0 S logd
lmkd            18     1   10980356   4296 ep_poll             0 S lmkd
system          19     1   10939296   6164 ep_poll             0 S servicemanager
system          20     1   10943256   7292 ep_poll             0 S hwservicemanager
shell           31     1   10804752   3720 wait_woken          0 S sh
root            32     1   11128208  10072 binder_wait_for_work 0 S vold
system          37     1   11024616   6024 binder_wait_for_work 0 S android.system.suspend-service
keystore        38     1   11105124  18972 binder_wait_for_work 0 S keystore2
system          39     1   11084268   8328 binder_wait_for_work 0 S android.hardware.keymaster@4.1-service
tombstoned      48     1   10780632   3420 ep_poll             0 S tombstoned
system          85     1   10818688   4580 binder_wait_for_work 0 S android.hidl.allocator@1.0-service
audioserver     86     1      43364   9320 binder_wait_for_work 0 S android.hardware.audio.service
system          88     1   10898824   6352 binder_wait_for_work 0 S android.hardware.gatekeeper@1.0-service.software
system          89     1   10948472   5508 binder_wait_for_work 0 S android.hardware.graphics.allocator@2.0-service
system          92     1   10884644   8440 binder_wait_for_work 0 S android.hardware.graphics.composer@2.1-service
system          95     1   10918188   7140 ep_poll             0 S android.hardware.health-service.example
system          96     1   10860536   5624 binder_wait_for_work 0 S android.hardware.thermal@2.0-service.mock
media           99     1   10887832   5836 binder_wait_for_work 0 S android.hardware.cas-service.example
nobody         100     1   11030836   5640 binder_wait_for_work 0 S android.hardware.power-service.example
audioserver    105     1   11601476  33528 binder_wait_for_work 0 S audioserver
credstore      106     1   11007920  11260 binder_wait_for_work 0 S credstore
gpu_service    107     1   10985976   9800 binder_wait_for_work 0 S gpuservice
system         108     1   11619672  86504 ep_poll             0 S surfaceflinger
shell          145     1   11087652  12460 ep_poll             0 S adbd
nobody         147     1   10913096   4464 poll_schedule_timeout.constprop.0 0 S traced_probes
nobody         151     1   10818376   4388 poll_schedule_timeout.constprop.0 0 S traced
mdnsr          156     1   10795460   4112 poll_schedule_timeout.constprop.0 0 S mdnsd
root           161     1    1823940 160736 poll_schedule_timeout.constprop.0 0 S zygote
root           162     1   15452656 196816 poll_schedule_timeout.constprop.0 0 S zygote64
cameraserver   163     1   11405084  39384 binder_wait_for_work 0 S cameraserver
incidentd      165     1   10903080   6344 ep_poll             0 S incidentd
root           166     1   10953812   7272 binder_wait_for_work 0 S installd
mediaex        167     1   11562268  38660 binder_wait_for_work 0 S media.extractor
media          168     1   10988292   9876 binder_wait_for_work 0 S media.metrics
media          170     1     118416  25352 binder_wait_for_work 0 S mediaserver
root           171     1   11253944  13908 binder_wait_for_work 0 S netd
root           175     1   10931932   6332 binder_wait_for_work 0 S storaged
wifi           176     1   10940284   8064 ep_poll             0 S wificond
mediacodec     187     1      73248  15860 binder_wait_for_work 0 S media.codec
radio          190     1   11041292   9492 hrtimer_nanosleep   0 S rild
mediacodec     191     1   11294388  24664 binder_wait_for_work 0 S media.swcodec
statsd         198     1   11084724   8184 ep_poll             0 S statsd
system         199     1   10901728   6988 binder_wait_for_work 0 S gatekeeperd
system         239   162   20076404 379916 ep_poll             0 S system_server
u0_a65         666   162   17339164 261884 ep_poll             0 S com.android.systemui
u0_a76         667   162   15489984 128372 ep_poll             0 S com.android.permissioncontroller
network_stack  814   162   15350672 113476 ep_poll             0 S com.android.networkstack.process
webview_zygote 847   161    1762088  76928 poll_schedule_timeout.constprop.0 0 S webview_zygote
secure_element 869   162   15225132  95884 ep_poll             0 S com.android.se
radio          894   162   15552704 131036 ep_poll             0 S com.android.phone
u0_a61         927   162   15943360 205692 ep_poll             0 S com.android.launcher3
u0_a66        1054   162   15223768  94100 ep_poll             0 S com.android.smspush
u0_a82        1179   162   15277932  98800 ep_poll             0 S android.ext.services
system        1200   162   15458488 164356 ep_poll             0 S com.android.settings
u0_a79        1264   162   15623568 147028 ep_poll             0 S com.android.providers.media.module
u0_a24        1317   162   15762720 207336 ep_poll             0 S com.android.documentsui
u0_a41        1339   162   15242232  94564 ep_poll             0 S com.android.printspooler
system        1346   162   15238904  96696 ep_poll             0 S com.android.keychain
u0_a60        1389   162   15241496 108152 ep_poll             0 S com.android.provision
u0_a17        1427   162   15208156 114856 ep_poll             0 S android.process.acore
u0_a18        1450   162   15244580 106932 ep_poll             0 S android.process.media
shell         1462   145   11021160   4284 unix_stream_data_wait 0 S abb
u0_a84        1478   162   15319512 107180 ep_poll             0 S com.android.devicelockcontroller
u0_a27        1570   162   15195392  98604 ep_poll             0 S com.android.managedprovisioning
u0_a22        1590   162   15206200  96252 ep_poll             0 S com.android.externalstorage
u0_a55        1614   162   15189216  94032 ep_poll             0 S com.android.quicksearchbox
u0_a30        1633   162   15224332 100644 ep_poll             0 S com.android.providers.calendar
u0_a31        1660   162   15176908  96596 ep_poll             0 S com.android.traceur
system        1687   162   15171424  91848 ep_poll             0 S com.android.dynsystem
system        1716   162   15206344  94128 ep_poll             0 S com.android.dynsystem:dynsystem
u0_a25        1752   162   15191616  94116 ep_poll             0 S com.android.packageinstaller
u0_a74        1773   162   15332548 104588 ep_poll             0 S com.android.rkpdapp
shell         1791   162   15189348  92424 ep_poll             0 S com.android.shell
u0_a15        1813   162   15332668 102960 ep_poll             0 S com.android.statementservice
u0_a54        1847   162   15337060 119984 ep_poll             0 S com.android.inputmethod.latin
system        1931   162   15223780  93872 ep_poll             0 S com.android.localtransport
u0_a87        2084   162   16720340 252584 ep_poll             0 S io.twoyi.debug
u0_a87        2106  2084   10781680   4100 __skb_wait_for_more_packets 0 S logcat
u0_a87        2111  2084   10827284   3680 anon_pipe_read      0 S sh
bluetooth     2274     1   10937880  12148 binder_wait_for_work 0 S android.hardware.bluetooth@1.1-service.sim
u0_a79        2372   162   15266516 115388 ep_poll             0 S com.android.providers.media.module:PhotoPicker
u0_a87        2765  2084   12792452  17296 0                   0 R libkr64.so
u0_a87        2795  2765   10813860   9036 unix_stream_data_wait 0 S init
u0_a87        2816  2795   10775768   9072 poll_schedule_timeout.constprop.0 0 S init
u0_a87        2824  2795   10777232   9244 poll_schedule_timeout.constprop.0 0 S ueventd
u0_a87        2838  2795   10859680   5952 sigsuspend          0 S logd
u0_a87        2839  2795   10772740   4636 ep_poll             0 S lmkd
u0_a87        2840  2795   10775360   6132 ep_poll             0 S servicemanager
u0_a87        2841  2795   10776804   7740 ep_poll             0 S hwservicemanager
u0_a87        2877  2795   10793740   6216 unix_stream_data_wait 0 S android.system.suspend@1.0-service
u0_a87        2878  2795   10775248   6096 unix_stream_data_wait 0 S android.hardware.atrace@1.0-service
u0_a87        2879  2795   10777588   8268 unix_stream_data_wait 0 S android.hardware.keymaster@4.1-service
u0_a87        2930  2795   10772452   4424 sigsuspend          0 S createns
u0_a87        2992  2795   10828136   6604 ep_poll             0 S statsd
u0_a87        2997  2795   10774500   5488 unix_stream_data_wait 0 S android.hidl.allocator@1.0-service
u0_a87        3013  2795   10775224   5880 unix_stream_data_wait 0 S android.hardware.authsecret@1.0-service
u0_a87        3015  2795   10778728   9144 unix_stream_data_wait 0 S android.hardware.bluetooth@1.1-service.sim
u0_a87        3037  2795   10775424   6356 unix_stream_data_wait 0 S android.hardware.contexthub@1.1-service.mock
u0_a87        3039  2795   10794328   7972 unix_stream_data_wait 0 S android.hardware.drm@1.0-service
u0_a87        3056  2795   10801068  10160 unix_stream_data_wait 0 S android.hardware.graphics.allocator@3.0-service
u0_a87        3059  2795   10805244  15304 unix_stream_data_wait 0 S android.hardware.graphics.composer@2.3-service
u0_a87        3119  2795   10775328   6360 unix_stream_data_wait 0 S android.hardware.power.stats@1.0-service.mock
u0_a87        3130  2795   10775432   6372 unix_stream_data_wait 0 S android.hardware.thermal@2.0-service.mock
u0_a87        3140  2795   10775320   6156 unix_stream_data_wait 0 S android.hardware.usb@1.0-service
u0_a87        3145  2795   10778916   9760 unix_stream_data_wait 0 S android.hardware.wifi@1.0-service
u0_a87        3146  2795   10778164   8940 unix_stream_data_wait 0 S android.hardware.identity-service.example
u0_a87        3171  2795   10774668   5936 unix_stream_data_wait 0 S android.hardware.lights-service.example
u0_a87        3177  2795   10774668   5780 unix_stream_data_wait 0 S android.hardware.power-service.example
u0_a87        3178  2795   10774804   6032 unix_stream_data_wait 0 S android.hardware.rebootescrow-service.default
u0_a87        3179  2795   10774708   5672 unix_stream_data_wait 0 S android.hardware.vibrator-service.example
u0_a87        3180  2795   10771936   3948 ep_poll             0 S tombstoned
u0_a87        3213  2795   10796436   9664 unix_stream_data_wait 0 S credstore
u0_a87        3214  2795   10794764   8648 unix_stream_data_wait 0 S gpuservice
u0_a87        3215  2795   10831160  23428 unix_stream_data_wait 0 S surfaceflinger
u0_a87        3473  2795   10847088   8268 ep_poll             0 S adbd
u0_a87        3477  2795   10790300   5000 poll_schedule_timeout.constprop.0 0 S traced_probes
u0_a87        3501  2795    8668548    988 poll_schedule_timeout.constprop.0 0 S mdnsd
u0_a87        3503  2795   10790300   4880 poll_schedule_timeout.constprop.0 0 S traced
u0_a87        3504  2795   10822276  32744 hrtimer_nanosleep   0 S cameraserver
u0_a87        3505  2795   10793660   7036 unix_stream_data_wait 0 S drmserver
u0_a87        3506  2795   10792020   6080 unix_stream_data_wait 0 S idmap2d
u0_a87        3521  2795   10793244   6616 ep_poll             0 S incidentd
u0_a87        3535  2795   10796940  10236 futex_do_wait       0 S keystore
u0_a87        3546  2795   10794544   8152 unix_stream_data_wait 0 S media.metrics
u0_a87        3547  2795   10844964  35296 unix_stream_data_wait 0 S mediaserver
u0_a87        3548  2795   10810864   7208 unix_stream_data_wait 0 S storaged
u0_a87        3549  2795   10797616  10188 ep_poll             0 S wificond
u0_a87        3693  2795   10779544   9332 unix_stream_data_wait 0 S gatekeeperd
u0_a87        3694  2795   10782664  11776 ep_poll             0 S update_engine
u0_a87        3696  2795   10775356   6320 unix_stream_data_wait 0 S android.hardware.biometrics.face@1.0-service.example
u0_a87        3708  2795   10776396   6644 unix_stream_data_wait 0 S android.hardware.biometrics.fingerprint@2.1-service
u0_a87        3936  2795   10776404   7208 unix_stream_data_wait 0 S android.hardware.gatekeeper@1.0-service.software
u0_a87        4918  2795   10793888   7132 ptrace_stop.part.0  0 t android.hardware.sensors@2.1-service.multihal
u0_a87        5542  2795          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87        5560  5542          0      0 0                   0 Z [_system_bin_cra]
u0_a87        6771  2795   10771788   4124 hrtimer_nanosleep   0 S llkd
u0_a87        7621  2795   13107688 224992 poll_schedule_timeout.constprop.0 0 S zygote64
u0_a87        7624  2795          0      0 0                   0 Z [_system_bin_med]
u0_a87        7625  2795   10779292  10940 0                   0 R netd
u0_a87        7643  7624          0      0 0                   0 Z [_system_bin_cra]
u0_a87        8243  2795          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87        8253  8243          0      0 0                   0 Z [_system_bin_cra]
u0_a87        8942  2795   10820112  14964 hrtimer_nanosleep   0 S iorapd
u0_a87        9388  7621   13522852 156544 futex_do_wait       0 S system_server
u0_a87        9421  2795          0      0 0                   0 Z [Binder:9421_2]
u0_a87        9515  2795          0      0 0                   0 Z [_vendor_bin_hw_]
u0_a87        9554  2795          0      0 0                   0 Z [_apex_com.andro]
root          9662     0   10923632   4800 0                   0 R ps
